dataset_label;link_immometrica;id;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;score_vor_malus;liquiditaets_malus;score_final;klasse;agent_decision;exclusion_reason;risk_level;next_step
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26078923;GARBSEN_94000_20260202;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;Gemütliche 1-Zimmer-Wohnung mit Balkon in Garbsen!;94000;40;5.4;149;44;-15;29;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld fehlt; Sanierungs-/Renovierungsrisiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23204182;BURGWEDEL_89000_20250512;Burgwedel;Pappelweg 7b, 30938, Burgwedel;attraktive Wohnung zur Kapitalanlage;89000;35;5.4;415;41;-30;11;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (9.60); Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27430537;BARSINGHAUSEN_93500_20260528;Barsinghausen;Heinrichstraße 1 A, 30890 Barsinghausen (Egestorf);2ZKB Balkon ETW mit Einbauküche und Aussicht am Deister;93500;51;6.1;34;61;-5;56;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Miete fehlt/0;🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27148238;NEUSTADT_95000_20260504;Neustadt;31535 Neustadt am Rübenberge (Neustadt);2 Zimmer Wohnung in Neustadt am Rbg. zu verkaufen;95000;57;5.9;58;51;-5;46;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (4.82); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27790552;LEHRTE_139000_20260629;Lehrte;Amselweg 17, 31275, Lehrte;Sonnige 2-Zimmer-Wohnung mit Balkon in Lehrte – sofort bezugsfrei;139000;61;5.1;2;55;0;55;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Miete fehlt/0;🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27146994;NEUSTADT_75000_20260503;Neustadt;31535 Niedersachsen - Neustadt am Rübenberge 31535 Niedersachsen - Neustadt am Rübenberge;Kleine, feine 2-Zimmer-Wohnung in Neustadt – 39 m² Wohnkomfort;75000;39;5.6;59;45;-5;40;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Sanierungs-/Renovierungsrisiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27553585;HANNOVER_79900_20260609;Hannover;Plauener Str. 25, 30179 Hannover;KUNZE: Eigennutzer aufgepasst: sanierte Wohnung zum 01.05. bezugsfrei in Hannover-Vahrenheide;79900;35;6.4;22;52;-5;47;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (9.31); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25137728;LAATZEN_99000_20251113;Alt-Laatzen;30880 Niedersachsen - Laatzen 30880 Niedersachsen - Laatzen;Laatzen-Grasdorf: Vermietete 2-Zimmer-Wohnung in begehrter Wohngegend!;99000;40.65;5.3;230;56;-30;26;❌ AUSSCHLIESSEN;Ausschließen;"Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27643426;HANNOVER_65000_20260616;Stöcken;30419 Hannover (Stöcken);1 Zimmer Wohnung in Hannover -Stöcken zu verkaufen;65000;19;5.6;15;37;-5;32;❌ AUSSCHLIESSEN;Ausschließen;"Wohnfläche < 30 m²; Miete fehlt/0; Hausgeld > 4,50 €/m² (12.63); Score final <55";🟡 PRÜFEN;"Ausschluss dokumentieren; nur als Sonderfall prüfen, wenn Strategie Kleinstwohnungen zulässt."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27146945;NEUSTADT_75000_20260504;Neustadt;Leinstr. 23, 31535 Neustadt am Rübenberge;Kleine, feine 2-Zimmer-Wohnung in Neustadt - 39 m² Wohnkomfort;75000;39;5.8;58;45;-5;40;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Sanierungs-/Renovierungsrisiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25205348;BURGDORF_119000_20251119;Burgdorf;Liebermannstr. 13, 31303 Burgdorf;Attraktive Kapitalanlage in Burgdorf!;119000;55;5.3;224;49;-30;19;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (4.73); Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25781664;PATTENSEN_74000_20260107;Pattensen;30982, Pattensen;Attraktive Kapitalanlage: 1-Zimmer-Dachgeschosswohnung in Hannover-Pattensen!;74000;34;5.8;175;54;-15;39;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23358818;SPRINGE_99000_20250526;Springe;Steinberg 57, 31832 Springe;Eigennutzung oder Vermietung: Top gepflegte 2-Zimmer-Wohnung mit Terrasse und Garage;99000;58;5.7;401;61;-30;31;❌ AUSSCHLIESSEN;Ausschließen;"Altinserat-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26551035;HANNOVER_85000_20260312;Hannover;Plauener Str. 25, 30179 Hannover;Schöne Aussichten für Ihr neues Zuhause: 1-Zimmer-Wohnung mit Balkon;85000;35;6.1;111;60;-15;45;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25117890;HANNOVER_99000_20251111;Ahlem;Am Dornbusch 1, 30453 Ahlem, Hannover;1-Zimmer WHG - Kapitalanlage - vermietet über 6,7 % Rendite - 6.600 EUR Kaltmiete p.a. oder frei;99000;25;5.2;232;36;-30;6;❌ AUSSCHLIESSEN;Ausschließen;"Wohnfläche < 30 m²; Hausgeld > 4,50 €/m² (7.20); Altinserat-Risiko; Score final <55";🟡 PRÜFEN;"Ausschluss dokumentieren; nur als Sonderfall prüfen, wenn Strategie Kleinstwohnungen zulässt."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27187617;HANNOVER_70000_20260507;Groß Buchholz;Nußriede 19, 30627 Groß-Buchholz, Hannover;Vermietete 1-Zimmer-Wohnung in MHH Nähe!;70000;21.45;5.1;55;37;-5;32;❌ AUSSCHLIESSEN;Ausschließen;"Wohnfläche < 30 m²; Hausgeld > 4,50 €/m² (11.38); Score final <55";🟡 PRÜFEN;"Ausschluss dokumentieren; nur als Sonderfall prüfen, wenn Strategie Kleinstwohnungen zulässt."
