dataset_label;link_immometrica;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;agent_decision;agent_klasse;score_vor_malus;agent_liquiditaets_malus;score_final;exclusion_reason;risk_level;next_step;audit_kategorie;audit_liquiditaets_malus;manual_review_required;validation_result
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27613290;Burgdorf;31303 Niedersachsen - Burgdorf 31303 Niedersachsen - Burgdorf;Gepflegte 2-Zimmer-Wohnung mit Balkon und Blick ins Grüne in Burgdorf;109900;53.5;6.2;18;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;61;-5;56;Stadt/Ort nicht in Whitelist: Burgdorf;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27617639;Hannover;30657 Hannover;2-Zimmer-Wohnung mit wunderschönem Panoramablick;110000;61;8.9;16;Ausschließen;❌ AUSSCHLIESSEN;38;-5;33;SANIERUNGSSTAU / renovierungsbedürftig;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27636094;Hannover;Hemelingstr. 4, 30419 Hannover;Attraktive 2 Zimmer Wohnung in Stöcken!;125000;52.84;5.5;15;Ausschließen;❌ AUSSCHLIESSEN;51;-5;46;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27643426;Stöcken;30419 Hannover (Stöcken);1 Zimmer Wohnung in Hannover -Stöcken zu verkaufen;65000;19;5.6;15;Ausschließen;❌ AUSSCHLIESSEN;36;-5;31;Wohnfläche < 30 m²;🔴 BLOCKER;"Ausschluss dokumentieren; nur Audit-Grenzfall prüfen.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27667249;Vahrenheide;Radebeuler Hof 1, 30179 Vahrenheide, Hannover;Eigentumswohnung zu verkaufen;135000;57.86;5.3;13;Ausschließen;❌ AUSSCHLIESSEN;50;0;50;Hausgeld fehlt;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27678406;Hannover;Lauckerthof 7, 30419 Hannover;Kapitalanlage in zentraler Lage von Hannover Stöcken - 2-Zimmer Wohnung mit Balkon;114000;51;5.9;13;Ausschließen;❌ AUSSCHLIESSEN;44;0;44;"⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE nahezu gleiche Daten";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27690661;Springe;Wolfstalstr. 14, 31832 Springe;Eigentumswohnung mit Weitblick aufs Gebirge in Springe (Kreis Hannover);69000;46;7.4;12;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;64;0;64;Stadt/Ort nicht in Whitelist: Springe;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27693356;Springe;Schiergrund 2, 31832 Springe;Eigentumswohnung mit Weitblick aufs Gebirge in Springe (Kreis Hannover);69000;46;7.4;11;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;64;0;64;Stadt/Ort nicht in Whitelist: Springe;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27705768;Vahrenheide;Plauener Str. 31, 30179 Vahrenheide, Hannover;2-Zimmer-Whg. im Terrassenhaus;129900;67.8;6.4;9;Ausschließen;❌ AUSSCHLIESSEN;11;0;11;"SANIERUNGSSTAU / renovierungsbedürftig; ⚠️ CLUSTER gleiche Straße + PLZ";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27706222;Alt-Laatzen;Am Wehrbusch 11, 30880 Laatzen;Mit Weitblick in Top-Lage;78000;41;6.8;9;Ausschließen;❌ AUSSCHLIESSEN;54;0;54;"Stadt/Ort nicht in Whitelist: Laatzen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27707169;Alt-Laatzen;30880, Laatzen;Gepflegte 2-Zimmer-Wohnung mit hellen Räumlichkeiten in ruhiger Lage;95000;44.86;5.8;9;Ausschließen;❌ AUSSCHLIESSEN;51;0;51;"Stadt/Ort nicht in Whitelist: Laatzen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27711167;Springe;Alter Sportplatz 8, 31832, Springe;Wohnen mit Charakter: 2-Zimmer-Wohnung in Springe mit Küche, Bad und Loggia;119500;64;6.3;9;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;61;0;61;"Stadt/Ort nicht in Whitelist: Springe; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27712643;Isernhagen F. B.;30916 Isernhagen;Im Zentrum von Altwarmbüchen leben;149000;61;5.1;9;Ausschließen;❌ AUSSCHLIESSEN;45;0;45;"Stadt/Ort nicht in Whitelist: Isernhagen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27727469;Wettbergen;30457 Wettbergen, Hannover;Kapitalanlage in Wettbergen: vermietete 1,5 Zimmerwohnung mit Loggia;95000;39;6.2;7;Rückfragen;⚠️ NUR MIT RÜCKFRAGEN;61;0;61;;🟡 PRÜFEN;Rückfragen klären: Hausgeld, nicht umlagefähige Kosten, Mietvertrag, WEG, Sanierungsstatus.;kein Liquiditätsrisiko;0;False;OK
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27753297;Linden-Nord;30451 Linden-Nord, Hannover;Zwei-Zimmer-Wohnung in Linden als Kapitalanlage;129000;57;6.2;5;Ausschließen;❌ AUSSCHLIESSEN;49;0;49;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27756888;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;Attraktive Kapitalanlage: Vermietete Eigentumswohnung nahe Uni-Campus;99000;39.38;5.4;6;Ausschließen;❌ AUSSCHLIESSEN;47;0;47;"Stadt/Ort nicht in Whitelist: Garbsen; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE nahezu gleiche Daten";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27759512;Springe;31832 Springe;2-Zimmer-Wohnung mit Aufzug - modernisiert, sofort bezugsfähig & ausbaufähig;80000;54.1;7.0;6;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;64;0;64;"Stadt/Ort nicht in Whitelist: Springe; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE nahezu gleiche Daten";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27786509;Bennigsen;Süllbergring, 31832 Springe-Bennigsen;Suburban, naturnah leben: 2-Zi.-Whg in Bennigsen – Private Wohngenossenschaft;62500;49;9.9;1;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;64;0;64;"Stadt/Ort nicht in Whitelist: Springe; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27790363;Burgdorf;Friederikenstr. 67, 31303 Burgdorf;Erdgeschosswohnung mit Terrasse in zentraler Lage;120000;60;5.7;1;Ausschließen;❌ AUSSCHLIESSEN;19;0;19;"Stadt/Ort nicht in Whitelist: Burgdorf; SANIERUNGSSTAU / renovierungsbedürftig";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27790552;Lehrte;Amselweg 17, 31275, Lehrte;Sonnige 2-Zimmer-Wohnung mit Balkon in Lehrte – sofort bezugsfrei;139000;61;5.1;2;Ausschließen;❌ AUSSCHLIESSEN;52;0;52;Stadt/Ort nicht in Whitelist: Lehrte;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27792321;Springe;Süllbergring, 31832 Springe-Bennigsen (Bennigsen);Suburban, naturnah leben: 2-Zi.-Whg in Bennigsen - Private Wohngenossenschaft;62500;49.1;9.9;2;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;64;0;64;"Stadt/Ort nicht in Whitelist: Springe; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27801031;Döhren;30519 Döhren, Hannover;Charmante 1-Zimmer-Wohnung in Toplage am Maschsee – ideal als Kapitalanlage oder zur Eigennutzung;82500;30;5.9;0;Ausschließen;❌ AUSSCHLIESSEN;52;0;52;Hausgeld fehlt;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;kein Liquiditätsrisiko;0;False;LIKELY_VALID_EXCLUSION
